N	Z	A	El	Mass Excess	Binding Energy	Decay Channel
38	26	64	Fe	-54969.544	8612.388	Bminus
37	27	64	Co	-59792.329	8675.52	Bminus
36	28	64	Ni	-67098.921	8777.461	Stable
35	29	64	Cu	-65424.545	8739.075	Bminus
34	30	64	Zn	-66004.014	8735.905	Stable
33	31	64	Ga	-58832.821	8611.631	Bplus
32	32	64	Ge	-54315.496	8528.823	Bplus
31	33	64	As	-39532	8286	Bplus
30	34	64	Se	-26700	8073	Bplus
42	23	65	V 	-11780	7976	Bminus
41	24	65	Cr	-28220	8217	Bminus
40	25	65	Mn	-40967.339	8400.681	Bminus
39	26	65	Fe	-51217.895	8546.346	Bminus
38	27	65	Co	-59185.198	8656.884	Bminus
37	28	65	Ni	-65125.685	8736.24	Bminus
36	29	65	Cu	-67263.66	8757.096	Stable
35	30	65	Zn	-65912.019	8724.265	Bplus
34	31	65	Ga	-62657.507	8662.16	Bplus
33	32	65	Ge	-56478.216	8555.058	Bplus
32	33	65	As	-46937.051	8396.234	Bplus
31	34	65	Se	-33020	8170	Bplus
43	23	66	V 	-5610	7884	Bminus
42	24	66	Cr	-24720	8161	Bminus
41	25	66	Mn	-36750.387	8331.798	Bminus
40	26	66	Fe	-50067.839	8521.724	Bminus
39	27	66	Co	-56408.533	8605.941	Bminus
38	28	66	Ni	-66006.285	8739.508	Bminus
37	29	66	Cu	-66258.272	8731.472	Bminus
36	30	66	Zn	-68899.16	8759.632	Stable
35	31	66	Ga	-63723.66	8669.361	Bplus
34	32	66	Ge	-61607.032	8625.437	Bplus
33	33	66	As	-52025.077	8468.403	Bplus
32	34	66	Se	-41660	8300	Bplus
44	23	67	V 	-650	7812	Bminus
43	24	67	Cr	-18680	8070	Bminus
42	25	67	Mn	-33460	8279	Bminus
41	26	67	Fe	-45610.155	8448.469	Bminus
40	27	67	Co	-55321.775	8581.741	Bminus
39	28	67	Ni	-63742.68	8695.75	Bminus
38	29	67	Cu	-67319.513	8737.458	Bminus
37	30	67	Zn	-67880.313	8734.152	Stable
36	31	67	Ga	-66879.048	8707.531	Bplus
35	32	67	Ge	-62658.23	8632.857	Bplus
34	33	67	As	-56587.225	8530.568	Bplus
33	34	67	Se	-46580.289	8369.534	Bplus
32	35	67	Br	-32790	8152	P
44	24	68	Cr	-14800	8013	Bminus
43	25	68	Mn	-28380	8201	Bminus
42	26	68	Fe	-43486.914	8411.698	Bminus
41	27	68	Co	-51930.665	8524.366	Bminus
40	28	68	Ni	-63463.814	8682.466	Bminus
39	29	68	Cu	-65567.035	8701.89	Bminus
38	30	68	Zn	-70007.092	8755.68	Stable
37	31	68	Ga	-67085.992	8701.218	Bplus
36	32	68	Ge	-66978.789	8688.136	Bplus
35	33	68	As	-58894.519	8557.745	Bplus
34	34	68	Se	-54189.441	8477.047	Bplus
33	35	68	Br	-38791	8239	P
45	24	69	Cr	-8580	7924	Bminus
44	25	69	Mn	-24770	8147	Bminus
43	26	69	Fe	-39030	8342	Bminus
42	27	69	Co	-50279.157	8493.865	Bminus
41	28	69	Ni	-59978.648	8623.099	Bminus
40	29	69	Cu	-65736.213	8695.204	Bminus
39	30	69	Zn	-68417.845	8722.729	Bminus
38	31	69	Ga	-69327.809	8724.579	Stable
37	32	69	Ge	-67100.663	8680.963	Bplus
36	33	69	As	-63112.171	8611.821	Bplus
35	34	69	Se	-56434.706	8503.707	Bplus
34	35	69	Br	-46259.47	8344.902	P
33	36	69	Kr	-32435	8133	Bplus
46	24	70	Cr	-4480	7867	Bminus
45	25	70	Mn	-19500	8070	Bminus
44	26	70	Fe	-36510	8302	Bminus
43	27	70	Co	-46630	8436	Bminus
42	28	70	Ni	-59213.86	8604.291	Bminus
41	29	70	Cu	-62976.373	8646.865	Bminus
40	30	70	Zn	-69564.735	8729.808	Stable
39	31	70	Ga	-68910.14	8709.28	Bminus
38	32	70	Ge	-70561.876	8721.7	Stable
37	33	70	As	-64341.876	8621.666	Bplus
36	34	70	Se	-61929.891	8576.033	Bplus
35	35	70	Br	-51425.619	8414.796	Bplus
34	36	70	Kr	-41100	8256	Bplus
46	25	71	Mn	-15570	8015	Bminus
45	26	71	Fe	-31430	8227	Bminus
44	27	71	Co	-44369.926	8398.734	Bminus
43	28	71	Ni	-55406.228	8543.156	Bminus
42	29	71	Cu	-62711.127	8635.022	Bminus
41	30	71	Zn	-67328.777	8689.041	Bminus
40	31	71	Ga	-70139.135	8717.604	Stable
39	32	71	Ge	-69906.497	8703.309	Bplus
38	33	71	As	-67893.097	8663.932	Bplus
37	34	71	Se	-63146.507	8586.06	Bplus
36	35	71	Br	-56502.418	8481.462	Bplus
35	36	71	Kr	-46327.205	8327.13	Bplus
34	37	71	Rb	-32060	8115	P
47	25	72	Mn	-9900	7937	Bminus
46	26	72	Fe	-28430	8184	Bminus
45	27	72	Co	-40200	8336	Bminus
44	28	72	Ni	-54226.06	8520.211	Bminus
43	29	72	Cu	-59782.999	8586.525	Bminus
42	30	72	Zn	-68145.486	8691.805	Bminus
41	31	72	Ga	-68588.293	8687.089	Bminus
40	32	72	Ge	-72585.9	8731.745	Stable
39	33	72	As	-68229.798	8660.378	Bplus
38	34	72	Se	-67868.18	8644.489	Bplus
37	35	72	Br	-59061.743	8511.312	Bplus
36	36	72	Kr	-53940.575	8429.319	Bplus
35	37	72	Rb	-38330	8202	P
47	26	73	Fe	-22900	8106	Bminus
46	27	73	Co	-37418	8295	Bminus
45	28	73	Ni	-50108.152	8457.652	Bminus
44	29	73	Cu	-58987.437	8568.569	Bminus
43	30	73	Zn	-65593.402	8648.345	Bminus
42	31	73	Ga	-69699.335	8693.873	Bminus
41	32	73	Ge	-71297.523	8705.049	Stable
40	33	73	As	-70952.747	8689.609	Bplus
39	34	73	Se	-68227.387	8641.558	Bplus
38	35	73	Br	-63647.475	8568.103	Bplus
37	36	73	Kr	-56551.751	8460.184	Bplus
36	37	73	Rb	-46082	8306	P
35	38	73	Sr	-31950	8102	Bplus
48	26	74	Fe	-19590	8061	Bminus
47	27	74	Co	-32820	8229	Bminus
46	28	74	Ni	-48456	8430	Bminus
45	29	74	Cu	-56006.205	8521.562	Bminus
44	30	74	Zn	-65756.712	8642.754	Bminus
43	31	74	Ga	-68049.617	8663.167	Bminus
42	32	74	Ge	-73422.442	8725.2	Stable
41	33	74	As	-70860.054	8680.001	Bminus
40	34	74	Se	-72213.201	8687.715	Stable
39	35	74	Br	-65288.153	8583.561	Bplus
38	36	74	Kr	-62331.836	8533.038	Bplus
37	37	74	Rb	-51916.009	8381.712	Bplus
36	38	74	Sr	-40827	8221	Bplus
49	26	75	Fe	-13640	7982	Bminus
48	27	75	Co	-29649	8185	Bminus
47	28	75	Ni	-44030	8366	Bminus
46	29	75	Cu	-54471.341	8495.094	Bminus
45	30	75	Zn	-62558.908	8592.497	Bminus
44	31	75	Ga	-68464.58	8660.808	Bminus
43	32	75	Ge	-71856.965	8695.609	Bminus
42	33	75	As	-73034.195	8700.874	Stable
41	34	75	Se	-72169.481	8678.913	Bplus
40	35	75	Br	-69107.009	8627.649	Bplus
39	36	75	Kr	-64323.624	8553.439	Bplus
38	37	75	Rb	-57218.694	8448.275	Bplus
37	38	75	Sr	-46618.694	8296.511	Bplus
36	39	75	Y 	-31820	8089	Bplus
49	27	76	Co	-24510	8116	Bminus
48	28	76	Ni	-41630	8331	Bminus
47	29	76	Cu	-50975.985	8443.527	Bminus
46	30	76	Zn	-62303.016	8582.273	Bminus
45	31	76	Ga	-66296.64	8624.526	Bminus
44	32	76	Ge	-73212.889	8705.236	Stable
43	33	76	As	-72291.377	8682.816	Bminus
42	34	76	Se	-75251.95	8711.477	Stable
41	35	76	Br	-70289.068	8635.882	Bplus
40	36	76	Kr	-69013.714	8608.807	Bplus
39	37	76	Rb	-60479.081	8486.215	Bplus
38	38	76	Sr	-54247.639	8393.929	Bplus
37	39	76	Y 	-38480	8176	P
50	27	77	Co	-21015	8070	Bminus
49	28	77	Ni	-36800	8265	Bminus
48	29	77	Cu	-48624	8408	Bminus
47	30	77	Zn	-58789.195	8530.003	Bminus
46	31	77	Ga	-65992.344	8613.39	Bminus
45	32	77	Ge	-71212.862	8671.028	Bminus
44	33	77	As	-73916.318	8695.978	Bminus
43	34	77	Se	-74599.488	8694.69	Stable
42	35	77	Br	-73234.809	8666.806	Bplus
41	36	77	Kr	-70169.443	8616.836	Bplus
40	37	77	Rb	-64830.492	8537.339	Bplus
39	38	77	Sr	-57803.436	8435.918	Bplus
38	39	77	Y 	-46439	8278	Bplus
37	40	77	Zr	-32040	8081	Bplus
50	28	78	Ni	-33890	8225	Bminus
49	29	78	Cu	-44497.469	8350.925	Bminus
48	30	78	Zn	-57483.235	8507.379	Bminus
47	31	78	Ga	-63705.95	8577.127	Bminus
46	32	78	Ge	-71862.05	8671.663	Bminus
45	33	78	As	-72816.94	8673.875	Bminus
44	34	78	Se	-77025.944	8717.806	Stable
43	35	78	Br	-73452.16	8661.959	Bminus
42	36	78	Kr	-74178.275	8661.238	Stable
41	37	78	Rb	-66935.419	8558.35	Bplus
40	38	78	Sr	-63173.941	8500.096	Bplus
39	39	78	Y 	-52173	8349	Bplus
38	40	78	Zr	-40850	8194	Bplus
51	28	79	Ni	-27570	8143	Bminus
50	29	79	Cu	-41740	8312	Bminus
49	30	79	Zn	-53432.295	8450.582	Bminus
48	31	79	Ga	-62547.679	8556.063	Bminus
47	32	79	Ge	-69526.592	8634.501	Bminus
46	33	79	As	-73636.049	8676.616	Bminus
45	34	79	Se	-75917.459	8695.592	Bminus
44	35	79	Br	-76068.035	8687.594	Stable
43	36	79	Kr	-74442.257	8657.112	Bplus
42	37	79	Rb	-70802.985	8601.142	Bplus
41	38	79	Sr	-65476.889	8523.82	Bplus
40	39	79	Y 	-57817.833	8416.967	Bplus
39	40	79	Zr	-46770	8267	Bplus
38	41	79	Nb	-31650	8066	Bplus
52	28	80	Ni	-22630	8080	Bminus
51	29	80	Cu	-36200	8240	Bminus
50	30	80	Zn	-51648.612	8423.545	Bminus
49	31	80	Ga	-59223.667	8508.454	Bminus
48	32	80	Ge	-69535.306	8627.57	Bminus
47	33	80	As	-72214.493	8651.28	Bminus
46	34	80	Se	-77759.457	8710.813	Stable
45	35	80	Br	-75888.993	8677.653	Bminus
44	36	80	Kr	-77893.346	8692.928	Stable
43	37	80	Rb	-72175.467	8611.675	Bplus
42	38	80	Sr	-70311.459	8578.596	Bplus
41	39	80	Y 	-61148.152	8454.275	Bplus
40	40	80	Zr	-54360	8360	Bplus
39	41	80	Nb	-38420	8151	Bplus
52	29	81	Cu	-31420	8179	Bminus
51	30	81	Zn	-46199.663	8351.925	Bminus
50	31	81	Ga	-57627.954	8483.357	Bminus
49	32	81	Ge	-66291.687	8580.658	Bminus
48	33	81	As	-72533.304	8648.056	Bminus
47	34	81	Se	-76388.988	8685.999	Bminus
46	35	81	Br	-77977.034	8695.946	Stable
45	36	81	Kr	-77696.181	8682.82	Bplus
44	37	81	Rb	-75456.67	8645.513	Bplus
43	38	81	Sr	-71528.125	8587.354	Bplus
42	39	81	Y 	-65712.912	8505.902	Bplus
41	40	81	Zr	-57460.139	8394.358	Bplus
40	41	81	Nb	-46360	8248	Bplus
39	42	81	Mo	-31750	8058	Bplus
53	29	82	Cu	-25320	8103	Bminus
52	30	82	Zn	-42313.954	8301.117	Bminus
51	31	82	Ga	-52930.719	8421.049	Bminus
50	32	82	Ge	-65415.067	8563.756	Bminus
49	33	82	As	-70105.419	8611.414	Bminus
48	34	82	Se	-77593.882	8693.196	Stable
47	35	82	Br	-77498.661	8682.494	Bminus
46	36	82	Kr	-80591.78515	8710.675	Stable
45	37	82	Rb	-76187.803	8647.427	Bplus
44	38	82	Sr	-76010.053	8635.718	Bplus
43	39	82	Y 	-68064.091	8529.275	Bplus
42	40	82	Zr	-63631.287	8465.676	Bplus
41	41	82	Nb	-52090	8315	Bplus
40	42	82	Mo	-40370	8163	Bplus
53	30	83	Zn	-36290	8226	Bminus
52	31	83	Ga	-49257.122	8372.575	Bminus
51	32	83	Ge	-60976.435	8504.345	Bminus
50	33	83	As	-69669.323	8599.653	Bminus
49	34	83	Se	-75340.53	8658.555	Bminus
48	35	83	Br	-79013.709	8693.384	Bminus
47	36	83	Kr	-79990.633	8695.729	Stable
46	37	83	Rb	-79070.63	8675.218	Bplus
45	38	83	Sr	-76797.606	8638.407	Bplus
44	39	83	Y 	-72205.665	8573.656	Bplus
43	40	83	Zr	-65911.654	8488.399	Bplus
42	41	83	Nb	-57556.083	8378.304	Bplus
41	42	83	Mo	-46340	8234	Bplus
40	43	83	Tc	-31320	8043	Bplus
54	30	84	Zn	-31930	8172	Bminus
53	31	84	Ga	-44088	8307	Bminus
52	32	84	Ge	-58148.428	8465.524	Bminus
51	33	84	As	-65853.56	8547.938	Bminus
50	34	84	Se	-75947.721	8658.793	Bminus
49	35	84	Br	-77783.084	8671.329	Bminus
48	36	84	Kr	-82439.3351	8717.446	Stable
47	37	84	Rb	-79758.964	8676.224	Bminus
46	38	84	Sr	-80649.57	8677.512	Stable
45	39	84	Y 	-73894.431	8587.78	Bplus
44	40	84	Zr	-71421.686	8549.029	Bplus
43	41	84	Nb	-61218.717	8418.252	Bplus
42	42	84	Mo	-54170	8325	Bplus
41	43	84	Tc	-37700	8120	Bplus
55	30	85	Zn	-25230	8092	Bminus
54	31	85	Ga	-39849	8255	Bminus
53	32	85	Ge	-53123.42	8401.768	Bminus
52	33	85	As	-63189.144	8510.984	Bminus
51	34	85	Se	-72413.636	8610.304	Bminus
50	35	85	Br	-78575.469	8673.592	Bminus
49	36	85	Kr	-81480.331	8698.562	Bminus
48	37	85	Rb	-82167.3305	8697.441	Stable
47	38	85	Sr	-81103.28	8675.718	Bplus
46	39	85	Y 	-77842.123	8628.148	Bplus
45	40	85	Zr	-73175.189	8564.039	Bplus
44	41	85	Nb	-66279.676	8473.711	Bplus
43	42	85	Mo	-57509.753	8361.331	Bplus
42	43	85	Tc	-45850	8215	P
41	44	85	Ru	-30950	8030	P
55	31	86	Ga	-34080	8186	Bminus
54	32	86	Ge	-49399.922	8354.629	Bminus
53	33	86	As	-58962.142	8456.721	Bminus
52	34	86	Se	-70503.167	8581.822	Bminus
51	35	86	Br	-75632.252	8632.365	Bminus
50	36	86	Kr	-83265.66564	8712.029	Stable
49	37	86	Rb	-82746.993	8696.901	Bminus
48	38	86	Sr	-84523.08935	8708.456	Stable
47	39	86	Y 	-79283.089	8638.428	Bplus
46	40	86	Zr	-77969.014	8614.051	Bplus
45	41	86	Nb	-69134.054	8502.222	Bplus
44	42	86	Mo	-64110.245	8434.709	Bplus
43	43	86	Tc	-51570	8280	Bplus
42	44	86	Ru	-39770	8133	Bplus
56	31	87	Ga	-29250	8129	Bminus
55	32	87	Ge	-44078	8290	Bminus
54	33	87	As	-55617.907	8413.851	Bminus
53	34	87	Se	-66426.125	8529.091	Bminus
52	35	87	Br	-73891.676	8605.91	Bminus
51	36	87	Kr	-80709.522	8675.283	Bminus
50	37	87	Rb	-84597.791	8710.983	Stable
49	38	87	Sr	-84880.06595	8705.236	Stable
48	39	87	Y 	-83018.376	8674.844	Bplus
47	40	87	Zr	-79347.137	8623.654	Bplus
46	41	87	Nb	-73874.486	8551.757	Bplus
45	42	87	Mo	-66884.808	8462.424	Bplus
44	43	87	Tc	-57690.044	8347.744	Bplus
43	44	87	Ru	-45520	8199	Bplus
56	32	88	Ge	-40138	8243	Bminus
55	33	88	As	-50720	8354	Bminus
54	34	88	Se	-63884.195	8495.004	Bminus
53	35	88	Br	-70715.959	8563.747	Bminus
52	36	88	Kr	-79691.286	8656.849	Bminus
51	37	88	Rb	-82608.995	8681.115	Bminus
50	38	88	Sr	-87921.61793	8732.595	Stable
49	39	88	Y 	-84299.018	8682.539	Bplus
48	40	88	Zr	-83628.871	8666.033	Bplus
47	41	88	Nb	-76173.586	8572.424	Bplus
46	42	88	Mo	-72686.544	8523.908	Bplus
45	43	88	Tc	-61681.315	8389.958	Bplus
44	44	88	Ru	-54340	8298	Bplus
43	45	88	Rh	-36860	8090	Bplus
57	32	89	Ge	-33729	8169	Bminus
56	33	89	As	-46798	8307	Bminus
55	34	89	Se	-58992.391	8435.279	Bminus
54	35	89	Br	-68274.263	8530.779	Bminus
53	36	89	Kr	-76535.785	8614.815	Bminus
52	37	89	Rb	-81712.388	8664.189	Bminus
51	38	89	Sr	-86209.017	8705.922	Bminus
50	39	89	Y 	-87708.352	8713.978	Stable
49	40	89	Zr	-84875.561	8673.359	Bplus
48	41	89	Nb	-80625.209	8616.812	Bplus
47	42	89	Mo	-75014.935	8544.984	Bplus
46	43	89	Tc	-67394.848	8450.575	Bplus
45	44	89	Ru	-58260	8339	Bplus
44	45	89	Rh	-45861	8191	P
58	32	90	Ge	-29221	8118	Bminus
57	33	90	As	-41330	8244	Bminus
56	34	90	Se	-55800.217	8395.766	Bminus
55	35	90	Br	-64000.298	8478.186	Bminus
54	36	90	Kr	-74959.25	8591.259	Bminus
53	37	90	Rb	-79364.404	8631.512	Bminus
52	38	90	Sr	-85948.127	8695.972	Bminus
51	39	90	Y 	-86494.062	8693.345	Bminus
50	40	90	Zr	-88772.535	8709.969	Stable
49	41	90	Nb	-82661.519	8633.376	Bplus
48	42	90	Mo	-80172.503	8597.028	Bplus
47	43	90	Tc	-70724.687	8483.359	Bplus
46	44	90	Ru	-64883.792	8409.768	Bplus
45	45	90	Rh	-51700	8255	Bplus
44	46	90	Pd	-39710	8113	Bplus
58	33	91	As	-36896	8193	Bminus
57	34	91	Se	-50580.124	8334.837	Bminus
56	35	91	Br	-61107.294	8441.923	Bminus
55	36	91	Kr	-70973.965	8541.751	Bminus
54	37	91	Rb	-77745.037	8607.561	Bminus
53	38	91	Sr	-83651.927	8663.875	Bminus
52	39	91	Y 	-86351.295	8684.941	Bminus
51	40	91	Zr	-87895.566	8693.314	Stable
50	41	91	Nb	-86638.001	8670.897	Bplus
49	42	91	Mo	-82208.821	8613.628	Bplus
48	43	91	Tc	-75986.646	8536.655	Bplus
47	44	91	Ru	-68239.823	8442.928	Bplus
46	45	91	Rh	-58570	8328	Bplus
45	46	91	Pd	-45930	8181	Bplus
59	33	92	As	-30981	8127	Bminus
58	34	92	Se	-46724	8290	Bminus
57	35	92	Br	-56232.805	8384.911	Bminus
56	36	92	Kr	-68769.32	8512.674	Bminus
55	37	92	Rb	-74772.438	8569.422	Bminus
54	38	92	Sr	-82867.361	8648.906	Bminus
53	39	92	Y 	-84816.492	8661.589	Bminus
52	40	92	Zr	-88459.028	8692.678	Stable
51	41	92	Nb	-86453.292	8662.372	Bminus
50	42	92	Mo	-86808.576	8657.73	Stable
49	43	92	Tc	-78925.693	8563.543	Bplus
48	44	92	Ru	-74301.201	8504.773	Bplus
47	45	92	Rh	-62999.087	8373.42	Bplus
46	46	92	Pd	-54580	8273	Bplus
45	47	92	Ag	-37130	8075	Bplus
59	34	93	Se	-40716	8223	Bminus
58	35	93	Br	-52890.23	8345.598	Bminus
57	36	93	Kr	-64135.994	8458.108	Bminus
56	37	93	Rb	-72619.901	8540.92	Bminus
55	38	93	Sr	-80085.838	8612.787	Bminus
54	39	93	Y 	-84227.157	8648.905	Bminus
53	40	93	Zr	-87122.032	8671.62	Bminus
52	41	93	Nb	-87212.838	8664.184	Stable
51	42	93	Mo	-86807.069	8651.409	Bplus
50	43	93	Tc	-83606.106	8608.577	Bplus
49	44	93	Ru	-77216.713	8531.462	Bplus
48	45	93	Rh	-69011.8	8434.825	Bplus
47	46	93	Pd	-59001	8319	Bplus
46	47	93	Ag	-46267	8173	Bplus
60	34	94	Se	-36803	8180	Bminus
59	35	94	Br	-47400	8284	Bminus
58	36	94	Kr	-61347.772	8424.331	Bminus
57	37	94	Rb	-68562.785	8492.764	Bminus
56	38	94	Sr	-78845.711	8593.834	Bminus
55	39	94	Y 	-82351.463	8622.806	Bminus
54	40	94	Zr	-87269.322	8666.801	Stable
53	41	94	Nb	-86369.062	8648.901	Bminus
52	42	94	Mo	-88414.065	8662.333	Stable
51	43	94	Tc	-84158.317	8608.736	Bplus
50	44	94	Ru	-82583.591	8583.661	Bplus
49	45	94	Rh	-72907.613	8472.402	Bplus
48	46	94	Pd	-66102.268	8391.682	Bplus
47	47	94	Ag	-52410	8238	Bplus
46	48	94	Cd	-40140	8099	Bplus
61	34	95	Se	-30460	8112	Bminus
60	35	95	Br	-43771	8244	Bminus
59	36	95	Kr	-56158.913	8365.995	Bminus
58	37	95	Rb	-65891.493	8460.208	Bminus
57	38	95	Sr	-75119.551	8549.111	Bminus
56	39	95	Y 	-81208.848	8604.973	Bminus
55	40	95	Zr	-85659.94	8643.592	Bminus
54	41	95	Nb	-86786.258	8647.212	Bminus
53	42	95	Mo	-87711.858	8648.72	Stable
52	43	95	Tc	-86021.341	8622.69	Bplus
51	44	95	Ru	-83457.745	8587.47	Bplus
50	45	95	Rh	-78340.606	8525.37	Bplus
49	46	95	Pd	-69965.9	8428.98	Bplus
48	47	95	Ag	-59597	8312	Bplus
47	48	95	Cd	-46631	8167	Bplus
61	35	96	Br	-38163	8184	Bminus
60	36	96	Kr	-53079.678	8330.851	Bminus
59	37	96	Rb	-61354.349	8408.896	Bminus
58	38	96	Sr	-72924.157	8521.265	Bminus
57	39	96	Y 	-78335.895	8569.488	Bminus
56	40	96	Zr	-85438.846	8635.327	Stable
55	41	96	Nb	-85602.816	8628.886	Bminus
54	42	96	Mo	-88794.876	8653.987	Stable
53	43	96	Tc	-85821.634	8614.866	Bminus
52	44	96	Ru	-86080.372	8609.412	Stable
51	45	96	Rh	-79687.718	8534.673	Bplus
50	46	96	Pd	-76183.406	8490.02	Bplus
49	47	96	Ag	-64511.636	8360.29	Bplus
48	48	96	Cd	-55573	8259	Bplus
47	49	96	In	-37890	8067	Bplus
62	35	97	Br	-34055	8140	Bminus
61	36	97	Kr	-47423.492	8269.864	Bminus
60	37	97	Rb	-58519.137	8376.186	Bminus
59	38	97	Sr	-68581.454	8471.856	Bminus
58	39	97	Y 	-76121.424	8541.522	Bminus
57	40	97	Zr	-82942.661	8603.779	Bminus
56	41	97	Nb	-85605.776	8623.168	Bminus
55	42	97	Mo	-87544.691	8635.092	Stable
54	43	97	Tc	-87224.424	8623.725	Bplus
53	44	97	Ru	-86120.552	8604.279	Bplus
52	45	97	Rh	-82597.552	8559.894	Bplus
51	46	97	Pd	-77805.843	8502.43	Bplus
50	47	97	Ag	-70825.843	8422.405	Bplus
49	48	97	Cd	-60454	8307	Bplus
48	49	97	In	-47189	8163	P
63	35	98	Br	-28250	8080	Bminus
62	36	98	Kr	-44311	8236	Bminus
61	37	98	Rb	-54369.146	8330.729	Bminus
60	38	98	Sr	-66423.104	8445.745	Bminus
59	39	98	Y 	-72294.777	8497.677	Bminus
58	40	98	Zr	-81286.709	8581.448	Bminus
57	41	98	Nb	-83524.598	8596.301	Bminus
56	42	98	Mo	-88115.972	8635.168	Stable
55	43	98	Tc	-86432.205	8610.004	Bminus
54	44	98	Ru	-88224.858	8620.313	Stable
53	45	98	Rh	-83175.205	8560.803	Bplus
52	46	98	Pd	-81320.975	8533.899	Bplus
51	47	98	Ag	-73066.415	8441.686	Bplus
50	48	98	Cd	-67636.415	8378.295	Bplus
49	49	98	In	-53896	8230	Bplus
63	36	99	Kr	-38759	8178	Bminus
62	37	99	Rb	-51121.143	8295.3	Bminus
61	38	99	Sr	-62521.401	8402.552	Bminus
60	39	99	Y 	-70649.825	8476.755	Bminus
59	40	99	Zr	-77620.617	8539.264	Bminus
58	41	99	Nb	-82335.341	8578.985	Bminus
57	42	99	Mo	-85970.098	8607.797	Bminus
56	43	99	Tc	-87327.862	8613.61	Bminus
55	44	99	Ru	-87625.381	8608.712	Stable
54	45	99	Rh	-85581.3	8580.163	Bplus
53	46	99	Pd	-82182.651	8537.93	Bplus
52	47	99	Ag	-76712.473	8474.774	Bplus
51	48	99	Cd	-69931.123	8398.373	Bplus
50	49	99	In	-61376	8304	Bplus
49	50	99	Sn	-47944	8160	Bplus
64	36	100	Kr	-35052	8140	Bminus
63	37	100	Rb	-46247.064	8244.32	Bminus
62	38	100	Sr	-59820.903	8372.234	Bminus
61	39	100	Y 	-67327.396	8439.476	Bminus
60	40	100	Zr	-76377.437	8522.153	Bminus
59	41	100	Nb	-79797.399	8548.529	Bminus
58	42	100	Mo	-86193.025	8604.662	Stable
57	43	100	Tc	-86020.945	8595.118	Bminus
56	44	100	Ru	-89227.389	8619.359	Stable
55	45	100	Rh	-85591.126	8575.172	Bplus
54	46	100	Pd	-85212.778	8563.566	Bplus
53	47	100	Ag	-78137.959	8484.994	Bplus
52	48	100	Cd	-74194.596	8437.737	Bplus
51	49	100	In	-64312.972	8331.097	Bplus
50	50	100	Sn	-57282.972	8252.974	Bplus
65	36	101	Kr	-29128	8081	Bminus
64	37	101	Rb	-42845	8209	Bminus
63	38	101	Sr	-55324.907	8324.74	Bminus
62	39	101	Y 	-65061.002	8413.391	Bminus
61	40	101	Zr	-73165.957	8485.892	Bminus
60	41	101	Nb	-78891.491	8534.835	Bminus
59	42	101	Mo	-83519.949	8572.915	Bminus
58	43	101	Tc	-86344.594	8593.136	Bminus
57	44	101	Ru	-87958.114	8601.365	Stable
56	45	101	Rh	-87412.416	8588.216	Bplus
55	46	101	Pd	-85432.132	8560.864	Bplus
54	47	101	Ag	-81334.374	8512.546	Bplus
53	48	101	Cd	-75836.456	8450.365	Bplus
52	49	101	In	-68614	8371	Bplus
51	50	101	Sn	-60305.626	8281.102	Bplus
65	37	102	Rb	-37707	8157	Bminus
64	38	102	Sr	-52159.304	8291.22	Bminus
63	39	102	Y 	-61173.177	8371.922	Bminus
62	40	102	Zr	-71587.707	8466.355	Bminus
61	41	102	Nb	-76304.544	8504.928	Bminus
60	42	102	Mo	-83566.061	8568.45	Bminus
59	43	102	Tc	-84572.878	8570.65	Bminus
58	44	102	Ru	-89106.437	8607.427	Stable
57	45	102	Rh	-86783.318	8576.981	Bminus
56	46	102	Pd	-87903.171	8580.29	Stable
55	47	102	Ag	-82246.691	8517.164	Bplus
54	48	102	Cd	-79659.691	8484.131	Bplus
53	49	102	In	-70694.884	8388.571	Bplus
52	50	102	Sn	-64934.884	8324.43	Bplus
66	37	103	Rb	-33608	8117	Bminus
65	38	103	Sr	-47422	8243	Bminus
64	39	103	Y 	-58457.575	8342.638	Bminus
63	40	103	Zr	-67815.334	8425.895	Bminus
62	41	103	Nb	-75028.671	8488.331	Bminus
61	42	103	Mo	-80960.67	8538.328	Bminus
60	43	103	Tc	-84603.867	8566.103	Bminus
59	44	103	Ru	-87267.171	8584.365	Bminus
58	45	103	Rh	-88031.708	8584.192	Stable
57	46	103	Pd	-87457.189	8571.019	Bplus
56	47	103	Ag	-84802.692	8537.651	Bplus
55	48	103	Cd	-80651.616	8489.754	Bplus
54	49	103	In	-74632.591	8423.721	Bplus
53	50	103	Sn	-66972.591	8341.757	Bplus
52	51	103	Sb	-56178	8229	Bplus
66	38	104	Sr	-44106	8210	Bminus
65	39	104	Y 	-54064	8298	Bminus
64	40	104	Zr	-65724.06	8402.377	Bminus
63	41	104	Nb	-71819.012	8453.459	Bminus
62	42	104	Mo	-80349.968	8527.965	Bminus
61	43	104	Tc	-82503.444	8541.149	Bminus
60	44	104	Ru	-88095.71	8587.399	Stable
59	45	104	Rh	-86959.348	8568.949	Bminus
58	46	104	Pd	-89395.105	8584.848	Stable
57	47	104	Ag	-85116.452	8536.184	Bplus
56	48	104	Cd	-83968.38	8517.622	Bplus
55	49	104	In	-76182.665	8435.237	Bplus
54	50	104	Sn	-71627.047	8383.911	Bplus
53	51	104	Sb	-59173.62	8256.644	Bplus
67	38	105	Sr	-38610	8156	Bminus
